token_address,ticker,chain,platform,launch_ts,t_window_hours,total_buy_volume_eth,total_buy_volume_eth_decayed,unique_buyers,buyer_volumes_eth_json,lp_depth_eth,lp_removed_24h_eth,early_holders_count,early_holders_still_holding,hp_delta_recent,holder_count,holder_balances_json,outcome_30d_holder_retention,outcome_30d_price_floor,outcome_30d_volume_slope,outcome_30d_composite,outcome_60d_holder_retention,outcome_60d_price_floor,outcome_60d_volume_slope,outcome_60d_composite,outcome_90d_holder_retention,outcome_90d_price_floor,outcome_90d_volume_slope,outcome_90d_composite,name,creator_address,notes
0x0000000000000000000000000000000000000197,SYN0407,base,liquid,1713056400,96,2.7355,1.7494,10,"[0.6493, 0.0183, 0.4806, 0.0227, 0.1791, 0.0655, 0.0732, 0.0772, 0.214, 0.0922]",2.1807,0.0,5,0,-0.03525,9,"[483793.9, 6008.19, 3544.25, 642.77, 349.88, 178.0, 137.17, 134.63, 110.21]",0,0,0,0,0,0,0,0,1,0,0,0,Synthetic Token 407,0x00000000000000000000000000000000000001c1,quality=0.050
0x0000000000000000000000000000000000000198,SYN0408,base,clanker,1713052800,96,0.6422,0.5643,20,"[0.018, 0.0103, 0.0254, 0.0113, 0.0198, 0.062, 0.1376, 0.0261, 0.037, 0.1257, 0.0155, 0.0377, 0.0177, 0.0323, 0.0243, 0.0155, 0.018, 0.0298, 0.0358, 0.0103]",4.2319,0.0,7,0,0.05431,29,"[27657.69, 12786.71, 11729.49, 4492.77, 2845.64, 2819.54, 2679.18, 2235.29, 1976.1, 1790.68, 1497.84, 1198.75, 1130.56, 992.26, 903.33, 649.58, 608.33, 601.55, 554.69, 525.6, 408.92, 397.66, 331.76, 290.84, 226.33, 144.15, 138.5, 131.67, 79.67]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 408,0x00000000000000000000000000000000000001c2,quality=0.136
0x0000000000000000000000000000000000000199,SYN0409,base,liquid,1713049200,96,1.6537,0.9256,14,"[0.0441, 0.0811, 0.3033, 0.2822, 0.0677, 0.0673, 0.0448, 0.0158, 0.0958, 0.1678, 0.0624, 0.0367, 0.0551, 0.0233]",1.6708,0.0,7,0,0.00562,5,"[10522.53, 2565.05, 2248.89, 1447.02, 46.37]",0,0,0,0,0,0,0,0,1,0,0,0,Synthetic Token 409,0x00000000000000000000000000000000000001c3,quality=0.053
0x000000000000000000000000000000000000019a,SYN0410,base,bankr,1713045600,96,11.8431,5.9576,15,"[0.6984, 0.036, 2.9465, 0.8668, 0.313, 0.0998, 0.063, 0.1007, 0.1355, 0.74, 0.074, 0.1688, 0.2138, 1.0911, 0.2369]",15.849,0.0,7,2,-0.088,11,"[20695.69, 8877.79, 5179.64, 2050.25, 1327.38, 1144.97, 1118.3, 918.41, 804.74, 569.4, 191.09]",1,1,0,0,0,0,0,0,1,1,1,0,Synthetic Token 410,0x00000000000000000000000000000000000001c4,quality=0.284
0x000000000000000000000000000000000000019b,SYN0411,base,bankr,1713042000,96,4.1779,1.6914,21,"[0.0523, 0.0945, 0.0874, 1.0196, 0.0167, 0.0535, 0.0859, 0.0437, 0.0941, 0.1804, 0.2639, 0.0723, 0.0334, 0.0622, 0.0644, 0.102, 0.0103, 0.0567, 2.1456, 0.2637, 0.3164]",19.3524,0.0,48,17,0.01342,103,"[63446.67, 15891.25, 6382.68, 5886.65, 5237.85, 4494.0, 3263.36, 3174.58, 2980.51, 2738.11, 2725.7, 2576.83, 2519.88, 2390.36, 2237.15, 2232.6, 1774.48, 1719.94, 1679.21, 1626.47, 1480.96, 1469.53, 1349.7, 1299.19, 1289.37, 1146.7, 1090.41, 961.16, 947.92, 934.78, 917.37, 912.59, 846.12, 822.16, 809.74, 791.35, 787.69, 779.78, 735.73, 695.36, 694.96, 671.44, 667.06, 650.9, 645.47, 608.74, 592.82, 583.08, 554.13, 528.97, 506.63, 485.82, 478.56, 471.25, 423.05, 395.57, 390.27, 344.06, 337.48, 330.68, 310.01, 305.08, 292.48, 282.36, 278.23, 248.38, 237.83, 225.19, 221.88, 221.59, 220.01, 219.62, 211.81, 208.64, 206.24, 205.01, 204.85, 186.69, 181.68, 155.01, 135.32, 126.76, 115.39, 94.84, 93.67, 74.88, 71.74, 64.8, 62.45, 61.65, 58.03, 57.38, 54.75, 48.86, 45.98, 32.52, 25.04, 23.71, 23.46, 19.61, 16.17, 14.41, 10.99]",1,1,1,1,1,1,1,1,1,1,1,1,Synthetic Token 411,0x00000000000000000000000000000000000001c5,quality=0.526
0x000000000000000000000000000000000000019c,SYN0412,base,filterfun,1713038400,96,22.921,12.7689,19,"[0.2185, 0.8512, 0.2672, 0.3314, 0.323, 0.1716, 0.3673, 0.0329, 0.0637, 0.6716, 0.171, 0.0842, 0.1028, 1.2848, 0.9083, 0.8809, 0.0537, 0.1811, 0.4506]",4.349,0.0,5,0,0.09045,16,"[9272.69, 6008.22, 5720.17, 4120.08, 2126.5, 1855.99, 1714.23, 1631.08, 1424.27, 1202.23, 777.76, 644.73, 244.87, 99.6, 51.03, 35.48]",0,0,0,0,1,1,1,0,0,0,0,0,Synthetic Token 412,0x00000000000000000000000000000000000001c6,quality=0.199
0x000000000000000000000000000000000000019d,SYN0413,base,liquid,1713034800,96,0.8314,0.6709,32,"[0.0137, 0.189, 0.0123, 0.0101, 0.0539, 0.0156, 0.0229, 0.02, 0.1834, 0.018, 0.0157, 0.4377, 0.0431, 0.0185, 0.0743, 0.0136, 0.1078, 0.2146, 0.019, 0.1372, 0.0755, 0.0351, 0.0175, 0.0114, 0.0276, 0.0753, 0.014, 0.0283, 0.0254, 0.033, 0.0104, 0.0198]",0.727,0.0,9,0,0.01124,10,"[14409.44, 1856.07, 1779.13, 1640.19, 1179.38, 886.65, 788.97, 288.75, 90.91, 63.28]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 413,0x00000000000000000000000000000000000001c7,quality=0.021
0x000000000000000000000000000000000000019e,SYN0414,base,clanker,1713031200,96,1.0415,0.4279,1,[0.3],0.8352,0.0,21,0,0.00774,9,"[8026.79, 5234.36, 5081.32, 1330.75, 968.2, 355.46, 274.43, 148.69, 10.21]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 414,0x00000000000000000000000000000000000001c8,quality=0.034
0x000000000000000000000000000000000000019f,SYN0415,base,clanker,1713027600,96,6.5268,4.5154,36,"[0.2671, 0.3483, 0.0233, 0.016, 0.0696, 0.0527, 0.1496, 0.192, 0.1132, 0.1218, 0.0505, 0.052, 0.0515, 0.4736, 0.0664, 0.0231, 0.0719, 0.3496, 0.8516, 0.2491, 0.1719, 0.0478, 0.1821, 0.0915, 0.0733, 0.6227, 0.1921, 0.0101, 0.0213, 0.0854, 0.0247, 0.1159, 0.0345, 0.0375, 0.2665, 0.011]",4.2955,0.0,5,1,0.00638,112,"[114566.74, 28056.42, 15988.65, 13007.92, 7425.37, 6134.95, 5808.91, 5775.13, 4946.42, 4660.53, 3989.11, 3830.92, 3711.3, 3610.27, 3165.15, 3116.2, 3026.69, 2777.67, 2179.27, 2074.7, 1914.63, 1900.52, 1800.74, 1761.97, 1760.63, 1757.13, 1732.05, 1664.41, 1630.52, 1576.12, 1537.28, 1430.25, 1377.9, 1359.74, 1330.79, 1303.66, 1281.35, 1190.0, 1189.66, 1098.92, 1064.19, 1055.55, 1051.9, 948.23, 947.09, 940.38, 909.12, 899.47, 868.63, 858.69, 847.15, 834.76, 760.46, 728.59, 717.81, 715.46, 711.7, 702.78, 662.39, 647.35, 644.44, 590.89, 583.88, 560.18, 557.44, 493.83, 482.39, 477.34, 474.19, 457.35, 456.27, 433.8, 405.9, 402.36, 398.74, 395.98, 373.0, 279.9, 263.56, 259.18, 257.78, 251.19, 236.42, 236.24, 229.71, 218.87, 213.39, 204.64, 197.51, 189.4, 172.57, 153.03, 138.37, 138.03, 136.21, 122.85, 118.13, 112.05, 112.0, 100.54, 99.48, 88.87, 83.21, 70.3, 42.02, 39.71, 36.24, 30.78, 28.57, 26.76, 23.52, 12.47]",0,0,0,0,1,1,1,1,0,0,0,0,Synthetic Token 415,0x00000000000000000000000000000000000001c9,quality=0.190
0x00000000000000000000000000000000000001a0,SYN0416,base,clanker,1713024000,96,0.4246,0.3355,7,"[0.0195, 0.0196, 0.0113, 0.0197, 0.117, 0.0616, 0.0716]",1.9,0.0,18,0,0.02249,21,"[101731.18, 7109.97, 4887.29, 3493.79, 3276.38, 3090.85, 1945.63, 1866.66, 1153.83, 877.61, 827.51, 752.43, 645.61, 596.3, 523.01, 243.52, 221.87, 188.28, 182.15, 179.88, 115.86]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 416,0x00000000000000000000000000000000000001ca,quality=0.060
0x00000000000000000000000000000000000001a1,SYN0417,base,filterfun,1713020400,96,0.3454,0.2333,4,"[0.3545, 0.042, 0.015, 0.0334]",1.1385,0.0,16,0,0.00365,9,"[7067.89, 6479.51, 4494.07, 4091.6, 3147.31, 2163.21, 1418.9, 1355.32, 438.84]",0,0,0,0,1,0,0,0,0,0,0,0,Synthetic Token 417,0x00000000000000000000000000000000000001cb,quality=0.024
0x00000000000000000000000000000000000001a2,SYN0418,base,clanker,1713016800,96,0.7736,0.4228,1,[0.0241],0.4673,0.0415,5,0,-0.01621,30,"[46371.27, 8357.45, 4313.94, 4272.26, 3729.82, 3433.07, 3364.97, 2240.06, 1896.9, 1682.28, 1613.65, 1483.95, 1418.87, 1347.23, 1278.33, 885.84, 848.85, 643.46, 549.02, 497.17, 411.19, 358.52, 318.14, 293.41, 261.79, 183.3, 165.26, 104.84, 56.0, 16.71]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 418,0x00000000000000000000000000000000000001cc,quality=0.057
0x00000000000000000000000000000000000001a3,SYN0419,base,filterfun,1713013200,96,2.6076,1.5215,7,"[0.8458, 0.2919, 0.0122, 0.1687, 0.8862, 0.2902, 0.2166]",2.9226,0.6932,5,0,0.00737,35,"[59008.4, 25812.47, 11396.08, 7676.76, 4380.35, 4220.15, 3421.09, 2688.22, 2505.45, 2086.82, 1940.42, 1926.94, 1758.37, 1690.54, 1604.61, 1598.32, 1392.42, 1203.07, 1051.32, 903.37, 867.23, 805.29, 797.73, 712.04, 648.22, 579.41, 577.86, 518.45, 429.66, 385.58, 351.89, 297.61, 269.36, 130.31, 119.56]",0,0,0,0,0,0,0,0,1,1,1,1,Synthetic Token 419,0x00000000000000000000000000000000000001cd,quality=0.000
0x00000000000000000000000000000000000001a4,SYN0420,base,bankr,1713009600,96,1.3869,0.9708,2,"[0.6491, 0.9643]",0.59,0.0,9,0,0.01249,17,"[16488.15, 11586.24, 10015.34, 7650.62, 5610.79, 3596.56, 3346.71, 2622.16, 2449.33, 1564.94, 619.66, 395.39, 373.39, 330.77, 284.84, 48.14, 40.0]",1,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 420,0x00000000000000000000000000000000000001ce,quality=0.196
0x00000000000000000000000000000000000001a5,SYN0421,base,clanker,1713006000,96,0.9793,0.727,36,"[0.037, 0.0201, 0.0488, 0.078, 0.0709, 0.0192, 0.0162, 0.09, 0.0442, 0.0339, 0.0223, 0.062, 0.0194, 0.0122, 0.0143, 0.032, 0.0138, 0.0399, 0.0215, 0.0486, 0.0311, 0.0132, 0.0509, 0.018, 0.0132, 0.028, 0.0218, 0.2573, 0.0329, 0.0189, 0.1581, 0.01, 0.0166, 0.1281, 0.0282, 0.0182]",4.5248,0.0,5,1,0.00788,11,"[22706.43, 6084.18, 2577.71, 2071.14, 1888.78, 1578.82, 1404.26, 808.84, 440.72, 125.85, 18.12]",1,1,0,0,0,0,0,0,0,0,0,0,Synthetic Token 421,0x00000000000000000000000000000000000001cf,quality=0.171
0x00000000000000000000000000000000000001a6,SYN0422,base,clanker,1713002400,96,10.7448,4.9229,11,"[0.0556, 0.6329, 3.0678, 0.0583, 0.0936, 0.4462, 0.1916, 0.388, 2.0154, 0.2176, 0.2021]",0.2115,0.0,5,0,0.01731,54,"[174420.05, 42416.89, 7490.92, 6711.12, 6053.53, 5533.58, 3760.56, 3618.85, 3251.44, 3218.32, 2945.39, 2334.34, 1895.09, 1620.97, 1385.93, 1151.9, 1139.72, 1119.34, 931.15, 892.28, 868.52, 683.7, 673.72, 669.33, 600.67, 586.49, 577.31, 554.36, 545.26, 516.58, 494.17, 399.43, 372.79, 335.97, 333.59, 331.99, 314.83, 291.19, 235.33, 196.51, 183.23, 179.32, 175.55, 173.41, 172.08, 159.83, 155.93, 152.93, 89.1, 83.08, 60.13, 47.64, 36.85, 21.9]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 422,0x00000000000000000000000000000000000001d0,quality=0.189
0x00000000000000000000000000000000000001a7,SYN0423,base,filterfun,1712998800,96,0.2896,0.1923,6,"[0.2681, 0.0122, 1.0296, 0.035, 0.014, 0.0383]",4.3477,0.0,14,1,0.01679,9,"[6922.8, 3593.82, 2200.39, 1817.74, 476.5, 285.48, 228.37, 153.77, 35.74]",0,0,0,0,1,0,0,0,0,0,0,0,Synthetic Token 423,0x00000000000000000000000000000000000001d1,quality=0.087
0x00000000000000000000000000000000000001a8,SYN0424,base,bankr,1712995200,96,1.4515,0.952,1,[0.5349],1.1329,0.0,13,0,-0.0064,4,"[4010.27, 1929.5, 192.3, 96.89]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 424,0x00000000000000000000000000000000000001d2,quality=0.011
0x00000000000000000000000000000000000001a9,SYN0425,base,clanker,1712991600,96,0.2181,0.1606,1,[0.0763],1.0403,0.0,5,0,-0.0278,3,"[16125.93, 1134.37, 687.87]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 425,0x00000000000000000000000000000000000001d3,quality=0.063
0x00000000000000000000000000000000000001aa,SYN0426,base,liquid,1712988000,96,1.6455,0.8071,2,"[4.2217, 0.7306]",0.1374,0.0,12,0,0.06164,11,"[4715.45, 3066.98, 1457.72, 1341.18, 818.88, 605.22, 527.56, 150.26, 61.26, 17.01, 13.29]",0,0,0,0,0,0,0,0,1,1,1,1,Synthetic Token 426,0x00000000000000000000000000000000000001d4,quality=0.102
0x00000000000000000000000000000000000001ab,SYN0427,base,clanker,1712984400,96,3.0183,2.5001,10,"[0.0536, 0.9734, 0.049, 0.0512, 0.6289, 0.308, 1.5044, 0.0676, 0.1619, 0.0478]",0.4693,0.0,5,0,-0.01549,8,"[22310.4, 835.85, 605.17, 426.72, 375.25, 352.63, 54.09, 24.81]",0,0,0,0,1,0,0,0,0,0,0,0,Synthetic Token 427,0x00000000000000000000000000000000000001d5,quality=0.031
0x00000000000000000000000000000000000001ac,SYN0428,base,liquid,1712980800,96,2.7624,1.7373,21,"[0.1592, 0.0474, 0.0149, 0.0426, 0.014, 0.039, 0.0441, 0.1602, 0.1907, 0.048, 0.1537, 0.0172, 0.0415, 0.046, 0.1491, 0.1239, 0.1153, 0.0219, 0.0598, 0.0229, 0.0326]",2.5326,0.0,7,1,0.02011,12,"[7657.32, 3202.23, 1968.48, 923.89, 835.07, 775.39, 282.37, 223.9, 216.97, 160.17, 118.12, 48.95]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 428,0x00000000000000000000000000000000000001d6,quality=0.178
0x00000000000000000000000000000000000001ad,SYN0429,base,clanker,1712977200,96,0.0778,0.0531,5,"[0.0171, 0.0103, 0.012, 0.017, 0.0163]",2.7245,0.0,7,0,-0.00024,33,"[20744.76, 19839.26, 13338.6, 11840.66, 9178.17, 7763.68, 2763.97, 2194.26, 2175.23, 2079.17, 1914.17, 1334.91, 1257.58, 1212.39, 1162.24, 1012.72, 778.44, 653.74, 530.93, 515.38, 454.02, 443.9, 430.71, 355.24, 305.08, 240.92, 206.61, 143.19, 123.62, 111.34, 84.03, 71.07, 66.98]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 429,0x00000000000000000000000000000000000001d7,quality=0.033
0x00000000000000000000000000000000000001ae,SYN0430,base,bankr,1712973600,96,0.5177,0.259,36,"[0.024, 0.014, 0.0313, 0.0111, 0.0134, 0.0154, 0.015, 0.0302, 0.0152, 0.0311, 0.0149, 0.0238, 0.0106, 0.0121, 0.01, 0.05, 0.0263, 0.0138, 0.0122, 0.0112, 0.0102, 0.0152, 0.0112, 0.0101, 0.0213, 0.0422, 0.0103, 0.0273, 0.0112, 0.4663, 0.0266, 0.0167, 0.0666, 0.012, 0.0103, 0.0266]",0.6373,0.0,5,0,-0.05196,12,"[693042.47, 7947.32, 6354.77, 4702.14, 4492.05, 1650.35, 964.43, 734.29, 688.28, 245.91, 117.53, 60.92]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 430,0x00000000000000000000000000000000000001d8,quality=0.004
0x00000000000000000000000000000000000001af,SYN0431,base,bankr,1712970000,96,4.2129,3.0224,3,"[0.6142, 0.171, 0.3096]",10.7985,2.8378,7,0,0.04762,8,"[9129.51, 8103.14, 3796.23, 3345.48, 1699.27, 1078.74, 431.6, 272.3]",0,0,0,0,0,0,0,0,1,1,0,0,Synthetic Token 431,0x00000000000000000000000000000000000001d9,quality=0.021
0x00000000000000000000000000000000000001b0,SYN0432,base,clanker,1712966400,96,1.8962,1.3167,5,"[0.2395, 0.083, 0.2029, 0.3098, 0.1415]",2.1355,0.0,9,1,0.04451,5,"[11368.63, 1837.06, 468.87, 144.1, 31.36]",0,0,0,0,0,0,0,0,1,1,1,0,Synthetic Token 432,0x00000000000000000000000000000000000001da,quality=0.169
0x00000000000000000000000000000000000001b1,SYN0433,base,clanker,1712962800,96,0.5963,0.443,22,"[0.0101, 0.0181, 0.0116, 0.0522, 0.0183, 0.0124, 0.0823, 0.0246, 0.0137, 0.0234, 0.0186, 0.0116, 0.0139, 0.0152, 0.0161, 0.0636, 0.0101, 0.0618, 0.0254, 0.0198, 0.0211, 0.012]",8.6882,0.0,30,8,-0.06954,3,"[672.24, 554.64, 77.58]",0,0,0,0,1,0,0,0,1,0,0,0,Synthetic Token 433,0x00000000000000000000000000000000000001db,quality=0.291
0x00000000000000000000000000000000000001b2,SYN0434,base,clanker,1712959200,96,5.1065,3.4392,3,"[0.0658, 1.9596, 0.2552]",0.9942,0.0,5,0,0.0862,14,"[5484.68, 4558.08, 4133.45, 2191.27, 2154.37, 1676.93, 1389.5, 1100.43, 1065.28, 852.77, 741.53, 269.62, 188.16, 150.53]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 434,0x00000000000000000000000000000000000001dc,quality=0.024
0x00000000000000000000000000000000000001b3,SYN0435,base,filterfun,1712955600,96,1.1349,0.788,6,"[0.1278, 0.1802, 0.1187, 0.172, 0.0382, 0.095]",1.6427,0.0,10,0,-0.02607,6,"[1200.45, 679.39, 591.51, 395.48, 143.02, 23.75]",0,0,0,0,1,0,0,0,0,0,0,0,Synthetic Token 435,0x00000000000000000000000000000000000001dd,quality=0.189
0x00000000000000000000000000000000000001b4,SYN0436,base,clanker,1712952000,96,0.8352,0.4257,5,"[0.2043, 0.0486, 0.05, 0.0837, 0.2341]",3.2902,0.0,5,0,0.00414,9,"[4265.02, 3791.97, 2742.82, 1337.97, 714.2, 412.33, 388.01, 357.68, 171.55]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 436,0x00000000000000000000000000000000000001de,quality=0.025
0x00000000000000000000000000000000000001b5,SYN0437,base,liquid,1712948400,96,0.7227,0.3569,22,"[0.0244, 0.0394, 0.0246, 0.2335, 0.0239, 0.0193, 0.0105, 0.0167, 0.0327, 0.0169, 0.093, 0.0231, 0.0399, 0.4984, 0.0188, 0.0141, 0.0184, 0.0112, 0.0948, 0.0484, 0.0137, 0.0602]",5.2235,0.7977,5,0,0.00725,18,"[13100.29, 10768.91, 3205.02, 2568.96, 2533.75, 1255.95, 843.14, 797.33, 775.19, 764.06, 553.77, 545.08, 490.78, 422.81, 136.21, 132.0, 131.6, 25.53]",0,0,0,0,0,0,0,0,1,1,1,0,Synthetic Token 437,0x00000000000000000000000000000000000001df,quality=0.021
0x00000000000000000000000000000000000001b6,SYN0438,base,bankr,1712944800,96,1.4186,1.1446,3,"[0.3276, 1.1084, 0.6923]",7.4622,0.0,5,0,0.02251,8,"[34010.34, 31408.84, 12258.2, 1457.0, 727.5, 463.94, 254.9, 11.62]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 438,0x00000000000000000000000000000000000001e0,quality=0.002
0x00000000000000000000000000000000000001b7,SYN0439,base,clanker,1712941200,96,0.4249,0.2056,9,"[0.0791, 0.035, 0.0272, 0.0327, 0.0241, 0.0106, 0.0238, 0.0747, 0.0546]",0.224,0.0,9,0,0.02149,15,"[45652.64, 3480.21, 1547.64, 1293.96, 1222.62, 677.38, 623.82, 490.41, 477.45, 458.65, 334.03, 246.12, 125.96, 36.44, 18.85]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 439,0x00000000000000000000000000000000000001e1,quality=0.024
0x00000000000000000000000000000000000001b8,SYN0440,base,clanker,1712937600,96,4.4583,3.8811,13,"[0.299, 0.0483, 0.5843, 0.8872, 0.019, 0.5378, 0.0691, 0.2265, 0.1779, 0.0566, 3.5847, 0.3277, 0.0529]",1.9888,0.4123,8,2,-0.00038,8,"[13206.47, 3095.8, 984.01, 821.83, 657.37, 350.19, 232.33, 168.9]",1,1,1,1,0,0,0,0,0,0,0,0,Synthetic Token 440,0x00000000000000000000000000000000000001e2,quality=0.165
0x00000000000000000000000000000000000001b9,SYN0441,base,clanker,1712934000,96,2.8346,1.7631,15,"[0.0493, 0.081, 0.1896, 0.0584, 1.0762, 0.0295, 0.1757, 0.0138, 0.0846, 0.5208, 0.1807, 0.0215, 0.1126, 0.0317, 0.2192]",2.1162,0.0,6,2,-0.00822,75,"[26998.67, 21436.66, 7587.41, 6970.33, 5254.06, 3899.58, 3001.12, 2856.81, 2348.5, 2346.32, 1975.28, 1708.65, 1592.76, 1411.71, 1377.21, 1249.15, 1115.41, 1010.7, 930.42, 911.17, 883.26, 810.53, 754.3, 750.93, 701.65, 700.09, 669.13, 645.84, 552.27, 541.49, 534.89, 482.45, 480.34, 459.97, 457.51, 427.46, 415.96, 399.12, 360.87, 355.93, 349.79, 334.84, 333.44, 327.67, 299.24, 295.05, 276.51, 261.57, 260.77, 239.04, 221.22, 208.54, 167.05, 164.28, 162.43, 148.09, 146.85, 146.77, 135.75, 134.74, 126.34, 123.34, 106.65, 75.36, 65.4, 61.87, 44.2, 40.17, 36.8, 33.49, 24.35, 18.54, 18.28, 13.81, 11.46]",1,0,0,0,1,1,0,0,0,0,0,0,Synthetic Token 441,0x00000000000000000000000000000000000001e3,quality=0.403
0x00000000000000000000000000000000000001ba,SYN0442,base,filterfun,1712930400,96,0.4946,0.2553,25,"[0.0106, 0.0395, 0.1003, 0.0117, 0.0548, 0.0255, 0.0314, 0.0129, 0.0355, 0.0103, 0.0304, 0.0259, 0.0144, 0.0325, 0.0139, 0.0161, 0.0252, 0.144, 0.0101, 0.0142, 0.0146, 0.0193, 0.0108, 0.0232, 0.0333]",0.6541,0.1762,14,4,-0.03286,10,"[5601.75, 5389.82, 2128.07, 1360.68, 755.8, 623.77, 100.33, 72.95, 41.57, 41.27]",1,1,0,0,0,0,0,0,0,0,0,0,Synthetic Token 442,0x00000000000000000000000000000000000001e4,quality=0.224
0x00000000000000000000000000000000000001bb,SYN0443,base,bankr,1712926800,96,6.6434,5.1948,33,"[0.1349, 0.0528, 0.0835, 0.1372, 0.4284, 0.0478, 0.0673, 0.0462, 0.3218, 0.0377, 0.1177, 0.1081, 0.7918, 0.0519, 0.3535, 0.1731, 0.1004, 0.1801, 0.2518, 0.1062, 0.1209, 0.0233, 0.2352, 0.069, 0.028, 0.0482, 0.0539, 0.0142, 0.1445, 0.1816, 0.0283, 0.1718, 0.0307]",0.6616,0.0,13,0,0.04808,11,"[11292.56, 3396.32, 1864.14, 1740.94, 1614.17, 1394.06, 831.76, 770.36, 410.83, 155.48, 147.26]",1,1,0,0,1,1,1,1,0,0,0,0,Synthetic Token 443,0x00000000000000000000000000000000000001e5,quality=0.099
0x00000000000000000000000000000000000001bc,SYN0444,base,clanker,1712923200,96,10.3431,5.7887,49,"[0.0603, 0.1229, 0.3341, 0.1063, 0.0249, 0.5377, 0.0508, 0.3767, 0.0456, 0.0567, 0.2283, 0.1257, 0.0197, 0.0529, 0.0112, 0.0172, 0.3008, 0.0743, 0.6421, 0.8165, 0.0362, 0.0105, 0.0436, 0.0141, 0.4951, 0.3031, 0.2531, 0.4925, 0.0894, 0.0564, 0.0671, 0.0604, 0.0212, 0.1787, 0.0389, 0.8225, 0.0404, 0.1042, 0.7819, 0.1366, 0.2413, 9.6494, 0.0161, 0.0824, 0.498, 0.0321, 0.0935, 0.092, 0.1181]",0.4698,0.0,57,51,0.03814,105,"[8325.82, 6277.64, 6277.34, 4568.91, 3778.08, 3127.51, 2787.31, 2686.29, 2521.14, 2252.87, 2221.49, 2180.96, 2178.17, 2042.49, 2039.66, 1907.45, 1885.25, 1699.21, 1551.9, 1377.85, 1283.36, 1265.1, 1258.75, 1229.42, 1124.72, 1008.45, 969.75, 910.82, 905.46, 889.37, 830.28, 818.28, 799.29, 797.54, 774.77, 697.41, 660.36, 641.69, 620.83, 587.74, 523.64, 521.81, 511.13, 505.75, 447.14, 441.65, 433.78, 401.22, 386.53, 366.96, 350.88, 348.53, 344.84, 339.7, 335.2, 333.28, 322.27, 319.3, 315.73, 301.74, 298.4, 296.02, 281.53, 275.16, 257.99, 250.96, 250.23, 241.15, 232.22, 220.89, 212.01, 207.79, 206.3, 205.69, 195.6, 192.69, 191.32, 185.34, 163.1, 160.52, 159.05, 152.83, 152.08, 145.82, 142.6, 139.07, 126.56, 117.31, 114.33, 113.55, 110.62, 105.65, 93.85, 93.21, 93.02, 92.32, 65.44, 59.48, 57.21, 40.63, 34.36, 32.5, 32.4, 24.39, 11.69]",1,1,1,1,1,1,1,1,1,1,1,1,Synthetic Token 444,0x00000000000000000000000000000000000001e6,quality=0.754
0x00000000000000000000000000000000000001bd,SYN0445,base,liquid,1712919600,96,2.8905,2.4698,33,"[0.0705, 0.021, 0.045, 0.044, 0.0351, 0.119, 0.0314, 0.3812, 0.0137, 0.1251, 0.016, 0.0124, 0.0679, 0.022, 0.0593, 0.0108, 0.0186, 0.1199, 0.0232, 0.0243, 0.2242, 0.356, 0.0237, 0.1447, 0.024, 0.0472, 0.2594, 0.0383, 0.9639, 0.0541, 0.021, 0.011, 0.0341]",0.825,0.0,6,1,-0.04369,23,"[8454.73, 6726.61, 3553.94, 2634.98, 1386.56, 1372.16, 1300.56, 1244.3, 1229.79, 1174.78, 1109.17, 1010.63, 978.22, 706.61, 552.4, 543.24, 402.6, 346.71, 250.51, 194.13, 162.54, 105.89, 50.12]",1,0,0,0,0,0,0,0,1,1,1,1,Synthetic Token 445,0x00000000000000000000000000000000000001e7,quality=0.273
0x00000000000000000000000000000000000001be,SYN0446,base,bankr,1712916000,96,1.0187,0.6793,3,"[0.0127, 0.0163, 0.2813]",3.5544,0.0,7,1,-0.04604,4,"[3453.58, 2341.15, 751.74, 521.99]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 446,0x00000000000000000000000000000000000001e8,quality=0.006
0x00000000000000000000000000000000000001bf,SYN0447,base,clanker,1712912400,96,12.1284,5.4702,2,"[19.5528, 3.8183]",3.6965,0.0,25,0,0.03399,26,"[19958.96, 16775.85, 11946.71, 9900.42, 5045.96, 4622.27, 3442.39, 3331.17, 3081.41, 2902.23, 1172.66, 1083.04, 925.2, 773.02, 725.73, 473.19, 438.1, 432.19, 414.29, 270.25, 254.15, 228.12, 222.7, 188.29, 113.69, 24.26]",0,0,0,0,0,0,0,0,0,0,0,0,Synthetic Token 447,0x00000000000000000000000000000000000001e9,quality=0.008
